"loudness","energy","danceability","instrumentalness.No","instrumentalness.Si","audio_valence","tempo","acousticness.Baixa","acousticness.Mitjana","acousticness.Alta","song_duration_ms","liveness","key.0","key.1","key.2","key.3","key.4","key.5","key.6","key.7","key.8","key.9","key.10","key.11","song_popularity"
-0.549378054511509,0.0131832166360424,0.354589113697858,0,1,0.645635634083607,-0.380718431772752,0,1,0,-0.997471693335387,0.812310530114938,0,0,0,0,0,0,0,0,0,0,0,1,52
0.789473862477537,0.254249665296123,-0.478898621899447,0,1,-0.14688865674756,-0.502064239174841,1,0,0,0.754371418428572,0.407812929787572,0,0,0,0,0,1,0,0,0,0,0,0,91
0.351021150903805,0.789417181321502,0.68668188334991,0,1,-0.333609039404118,-0.83440187232072,1,0,0,-0.168490364117547,-0.963649294506625,1,0,0,0,0,0,0,0,0,0,0,0,37
1.20208341355664,1.22333678890965,-0.635177572323941,0,1,-0.661407044512297,1.1093123856485,1,0,0,1.32583398417685,-0.290615760104549,0,0,0,0,0,0,0,0,0,1,0,0,81
-0.122084889515005,0.0228258745824457,-0.257503442131413,0,1,0.367629731017177,0.0856660341368152,1,0,0,-0.291600748763181,-0.508636559701718,0,1,0,0,0,0,0,0,0,0,0,0,60
0.425320237325877,0.360318902706559,-0.231456950393997,0,1,0.63318760857317,-0.876797261685613,1,0,0,-0.77493991125124,1.36053965009578,0,0,0,0,0,0,0,0,0,0,1,0,25
0.677584724426906,1.27637140761487,-0.628665949389587,0,1,0.52945406265286,1.05787499207881,1,0,0,0.214494346856578,-0.696082926820067,0,0,1,0,0,0,0,0,0,0,0,0,35
0.0881844617822436,0.09514580918047,1.31179768504789,1,0,-0.271368911851932,-0.329527318473233,0,1,0,-1.50745438653598,2.53750179322993,0,1,0,0,0,0,0,0,0,0,0,0,85
0.366879453934603,-0.854655998540249,-0.101224491706918,1,0,1.15185533817472,-1.45376156890129,0,0,1,-2.0961100044745,-0.566027100524084,0,0,0,0,0,1,0,0,0,0,0,0,33
-3.59006082452787,-1.85749242496618,-1.8854091757199,0,1,-1.64480105983683,-0.0435607419106984,0,0,1,-0.412480935108734,-0.55780616949104,0,0,0,0,0,0,1,0,0,0,0,0,50
1.49252529684292,1.53672317216775,0.491333195319291,0,1,1.7825552973702,-1.49049251205228,1,0,0,0.511210697412664,0.243829288500499,1,0,0,0,0,0,0,0,0,0,0,0,69
0.497857290077861,0.0855031512340668,1.27272794744176,0,1,1.63732833308177,0.916721214375944,0,1,0,0.958324489793491,-0.745443917859706,0,0,0,0,0,0,1,0,0,0,0,0,79
0.498444634634557,-0.58948290501416,0.816914342036989,1,0,-1.03484780982541,-0.873525252381933,0,1,0,0.554660386190138,-0.346638040803745,0,0,0,0,0,0,0,0,0,0,1,0,64
0.0790806211534522,-0.917333275191869,-0.628665949389587,1,0,-1.32115239656547,-1.31746303081034,0,1,0,-0.526819200611298,-0.524996809346978,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.275675491091068,-1.0041171967095,0.979704915395837,1,0,-0.760991248595795,-0.263805669233713,1,0,0,-0.414719380134517,-0.805203050148721,0,0,0,0,0,0,1,0,0,0,0,0,36
-0.0827328042163581,-1.12947175001274,1.24016983276999,1,0,0.106221195297996,0.537027403566043,0,1,0,0.859591779380636,-0.70025565183394,0,0,0,0,0,0,0,0,1,0,0,0,58
0.294929745739315,1.24744343377566,0.784356227365219,0,1,-0.312862330220056,0.427151220174704,1,0,0,0.094252766357377,0.669910494264187,0,0,0,0,0,0,0,0,0,0,0,1,22
-1.03100059100241,-1.17286371077156,0.458775080647521,0,1,0.276344210607304,-0.440353440049511,0,0,1,0.105656155339767,-0.719474968893957,0,0,0,0,0,1,0,0,0,0,0,0,23
-0.958463538250431,-2.51801449429481,1.3248209309166,0,1,-0.802484666963919,0.357876098465596,0,0,1,-1.5041905477976,-0.897719634388006,0,0,0,1,0,0,0,0,0,0,0,0,5
-0.255999448441744,-0.497877654523329,0.40668209717269,0,1,1.08961521062253,-0.770509733659602,0,1,0,0.551064283835254,-0.83141914970655,1,0,0,0,0,0,0,0,0,0,0,0,78
-0.478603035429614,-0.440021706844909,-0.824014637420205,0,1,-0.756841906758983,-1.30806919764816,0,0,1,1.29683510765304,-0.973107089252603,0,0,0,1,0,0,0,0,0,0,0,0,42
1.02646739110446,1.08833957766,0.693193506284264,0,1,0.902894827965976,-0.0658315149131693,1,0,0,-0.969874571428303,0.452025582544632,0,0,0,0,0,0,0,0,0,1,0,0,11
0.0990503360811237,-0.926975933138273,-2.41936225633692,1,0,-1.95102248739359,-1.7341340650414,0,1,0,-0.662471491422881,-0.435378700095472,0,0,0,0,0,0,0,0,0,0,0,1,74
0.0426652586382863,-0.386987088139692,-0.309596425606244,1,0,-0.346057064914555,-0.595228547090391,0,1,0,-0.733926428973729,-0.533188021691711,0,1,0,0,0,0,0,0,0,0,0,0,74
-2.21068213312678,-1.38018085661922,1.68947181524042,0,1,0.873849435108289,-0.364675031315995,1,0,0,-0.217840199033544,-0.598985594451272,0,0,0,0,0,0,0,1,0,0,0,0,50
-1.25213581659854,1.04012628792799,-0.472386998965093,0,1,0.00663699121449831,0.849310786140976,1,0,0,-0.236961304089647,-0.274672790571498,0,0,0,1,0,0,0,0,0,0,0,0,55
-0.63953544396438,-0.555733602201748,0.595519162268954,0,1,-0.449790610834865,-1.64663420333975,1,0,0,0.0273326916877311,-0.704430298788378,0,0,0,0,0,0,0,0,1,0,0,0,26
0.231202861337775,1.52225918524815,0.712728375087325,0,1,1.30123164429997,0.638635606458833,1,0,0,1.05094009209195,0.924641335481217,0,0,0,0,0,0,1,0,0,0,0,0,0
0.287881611058961,1.13173153841882,-0.570061342980401,1,0,1.04812179225441,-1.22088598200815,0,1,0,0.271568578523359,2.56665452290706,0,0,0,0,0,1,0,0,0,0,0,0,2
-0.221052447318319,-1.06679447336112,-0.36820103201543,0,1,-1.17592543227703,0.285188235869853,1,0,0,-0.0607899514668575,-0.0855130376897986,0,0,0,0,0,0,0,1,0,0,0,0,4
-0.75788537213867,-0.608768220906966,1.46807663547238,1,0,-1.18007477411385,-0.734587997110593,0,1,0,0.386395846334112,-0.603939721845755,0,0,0,0,0,0,0,0,0,0,0,1,62
-0.702968656087572,-0.338773798407676,0.335054244894796,0,1,-0.121992605726686,-1.57746463031786,0,0,1,-0.225933789752503,0.53252617977727,0,1,0,0,0,0,0,0,0,0,0,0,41
0.0717388141947492,-1.03786649952191,0.927611931921006,0,1,-1.20497082513472,-1.36770420592492,0,1,0,0.986407101573716,1.2198084732463,0,0,1,0,0,0,0,0,0,0,0,0,77
-0.879759367653136,-2.27694804563473,-1.09750280066307,0,1,-1.76513197310439,-1.58597889108657,0,0,1,-0.0265358142044257,-0.574255494954461,0,0,0,0,0,0,0,0,0,1,0,0,65
0.227385121719249,0.635134654179051,0.380635605435274,1,0,-0.644809677165048,-1.04796204945342,1,0,0,0.924314892441226,0.0230340781669241,0,0,1,0,0,0,0,0,0,0,0,0,52
0.144569539225081,-0.126635323586805,1.70249506110913,0,1,0.591694190205046,-1.01714183278649,1,0,0,0.230062014465672,0.0153236771553119,0,0,0,0,0,0,0,0,0,0,0,1,58
-0.334703619039039,-0.213419245104434,0.575984293465892,1,0,-0.366803774098617,0.283921651623267,0,1,0,-0.719488549730659,-0.695248612294459,0,1,0,0,0,0,0,0,0,0,0,0,76
0.0781996043184078,-0.444843035818111,1.22063496396693,0,1,0.712025103472605,-0.488202178253872,0,0,1,-0.258860293911265,-0.641182244493754,0,0,0,0,0,1,0,0,0,0,0,0,62
0.491102827675854,1.11244622252601,-0.172852343984811,0,1,-0.00166169245912649,0.641555786805129,1,0,0,0.0168767781520444,-0.179599444950241,0,1,0,0,0,0,0,0,0,0,0,0,48
-3.77331232621709,-2.64336904759805,-1.59889776660832,0,1,-1.82654223228922,0.339299529515668,0,0,1,1.23441688640419,-0.148128663878429,0,0,0,0,0,0,0,0,1,0,0,0,64
0.377745328233483,0.596564022393438,0.289472884354319,0,1,-1.17592543227703,0.0422855236912435,1,0,0,0.0452328126190269,0.370803585418801,0,0,1,0,0,0,0,0,0,0,0,0,95
